3.688087227809797497e+01,6.042215136722036277e+02,9.264808806548398934e+01,1.014877774492569955e+02
3.958377148782906119e+01,6.080963535123307793e+02,9.001463066222528653e+01,1.017970678033299379e+02
3.734961586709476222e+01,6.060743628888587864e+02,9.233846215127788071e+01,1.056088493443195659e+02
3.889253827448666812e+01,6.042736404432033623e+02,9.072932418128478105e+01,1.052223203898579982e+02
4.000905335984759148e+01,6.019703405735381239e+02,9.283318369198433118e+01,1.085163388496589505e+02
3.638743023301784518e+01,6.052760347489734158e+02,9.345630254440774820e+01,1.039230804602656235e+02
3.580400311369958644e+01,6.064911210731487472e+02,9.157720325451290933e+01,1.031864478681850841e+02
3.889137244861061760e+01,6.064680818722163167e+02,9.205716652712244752e+01,1.021790605677578583e+02
3.363157377881554311e+01,6.003395955287046490e+02,9.191466702157826774e+01,1.047199435420638167e+02
3.599051775779204831e+01,6.069589394946889342e+02,9.342692504040597612e+01,1.035204330304364504e+02
3.501055959835813525e+01,6.058257807213235537e+02,9.456493636873523201e+01,1.040453612029949539e+02
3.550840979358176952e+01,6.034676125076550761e+02,9.263109874644644037e+01,1.042238029652788924e+02
4.064813487883071019e+01,6.071232826701831300e+02,9.140507895999360244e+01,1.044953340018824264e+02
3.966541942032927182e+01,6.078602643005336859e+02,8.696837875575316446e+01,1.060035961035217014e+02
3.563134812211090008e+01,6.029789997645790436e+02,9.233871572376752113e+01,9.810516891206404466e+01
3.901976660514903728e+01,6.037109268239372568e+02,9.075321990690699181e+01,1.030322622691949874e+02
3.841460045718454808e+01,6.051896625624663102e+02,9.143329247208473021e+01,1.052311485714355541e+02
3.595687575992670304e+01,6.083411454636669760e+02,8.652312332977959386e+01,1.040050046968507615e+02
3.721810736302574441e+01,6.058313749586677659e+02,9.381504444948841126e+01,1.030773189773735226e+02
3.855432130360135545e+01,6.046137493164260377e+02,9.481812187279317072e+01,1.043832770124534193e+02
4.128394389096871464e+01,6.055396760150692899e+02,9.052446263191265530e+01,1.047751401740324582e+02
3.671736218954526265e+01,6.068849298814333224e+02,9.087208033386696115e+01,1.033912149097088644e+02
4.026930811387101983e+01,6.017480123957778915e+02,9.148249824736274149e+01,1.041908366768371081e+02
3.918586239342614874e+01,6.037946421555042207e+02,9.188633925700156624e+01,1.025442602845490541e+02
3.942146146110409433e+01,6.073540013833681996e+02,9.201996460590369509e+01,1.067620024551044509e+02
3.910210789180014501e+01,6.034401611154708007e+02,9.022185710984710738e+01,1.040277167100711324e+02
