-2.917171249230530727e-01,7.997871160772322963e-01,-6.789314045382346396e-01
-2.825271511788969847e-01,8.306442109088454373e-01,-5.917999875657946607e-01
-2.540378791278045667e-01,9.221089397367994156e-01,-1.997981609621257260e+00
-3.320510018304342892e-01,9.159590449739344331e-01,-1.532963668418598546e+00
-2.630529426955561245e-01,7.065472018167182622e-01,-2.357872642469962088e+00
-4.319376729218094568e-01,7.393508846700478365e-01,-2.290054213595599020e+00
-3.413371088971129952e-01,9.774081879950533569e-01,-3.262541112102922969e-01
-5.988690044364441967e-01,1.217163857881341738e+00,-8.849808093896421868e-01
-9.472219316232667330e-01,8.574193522450229699e-01,8.825027051624071417e-01
-3.326057998705849728e-01,3.619067292996173135e-01,-4.404606479485368986e-01
5.136819766242137764e-01,-8.364461831539566905e-01,-1.758877490476403738e-01
4.997277877080981145e-01,-5.505567856507859181e-01,5.433232765900505301e-01
6.627632610222875531e-01,-6.448660623973664352e-01,1.261679754146970867e+00
7.209229816682036773e-01,-6.079905912700646065e-01,1.276337587946303698e+00
9.706034643585442767e-01,-8.709836151868763920e-01,1.578564086249745868e+00
7.166879649177626543e-01,1.878681078053855841e-02,-7.533533757584800483e-01
7.626687054639225138e-01,-6.398711679145109577e-02,8.294746775485063450e-01
5.106852041445500978e-01,1.823376081934420870e-02,-7.934442134816306336e-01
5.719056486611581169e-01,-1.447226063849552380e-01,2.958932108396365446e-01
5.181761657162474721e-01,5.683212732775366760e-01,1.554723286196340870e-01
3.932448314757621133e-01,-5.124771445513959245e-03,6.388473701424328688e-01
5.142141439514799073e-01,1.670854881667538094e-01,-3.457479073856670193e-01
5.284487228307133133e-01,-1.108369632367829788e-01,5.477932448339006832e-01
2.013246829955381983e-03,1.778865525712553658e-02,-1.150408620978958518e-01
3.723532099429440190e-01,7.427297741366521988e-01,3.511994805400306396e-01
2.876213418429151569e-01,5.972133549560136867e-01,6.163576449411725111e-01
6.365152579865747118e-01,-1.256298753599728313e-01,5.429866699810073083e-01
3.746095367665588372e-01,3.240591071861885775e-01,1.287237447016388758e+00
2.942539954565763782e-01,3.100198530345394388e-01,9.831399288367699274e-01
3.009135032480280691e-01,3.154637676350400266e-01,9.887135806819846717e-01
1.761643190288718352e-01,3.274882097181748275e-01,-4.073004888372164789e-01
1.019145193934585386e-01,5.235476227920783376e-01,3.742867869351491628e-01
-2.685115981839473337e-02,4.953379707598522530e-01,1.356455998947046493e-01
5.620440186858438603e-02,6.514367447253583965e-01,-1.908373238246640624e-01
6.030537214930224710e-02,4.742424948413631602e-01,7.747380976763974525e-01
6.129303422480016084e-02,4.472965836887248803e-01,7.507083598507482414e-01
5.245234944971447488e-01,7.042648177769841311e-01,3.011096753358600275e-01
5.016857090872505198e-01,6.606584810967877086e-01,5.821944945484304190e-01
4.563589295452668559e-01,5.468100996270996994e-01,4.341544935172160780e-01
5.705171514171257785e-01,4.182925790242879027e-01,3.992573183779435375e-01
4.002513517623008665e-01,3.812011220321472327e-01,2.512255382421877403e-01
4.214278584347193601e-01,1.861564877684941666e-01,-3.736404143873903738e-01
5.732329045069787243e-01,2.737371928254705433e-01,-2.036210185971319142e-01
1.368596286636043213e-01,1.242945611197245448e+00,1.235406280098509280e+00
-6.298934360610262129e-01,3.585556754323842577e-01,-4.609335603656767311e-01
-6.323394153408319340e-01,-1.296630727592963488e-02,-1.517282586338793982e-01
-5.277212199987326713e-01,-2.774593604080531350e-01,-1.587077400396567639e-01
-3.287217366294399312e-01,-1.531687775495507442e-01,-1.305783794032999434e-01
-3.416325264792632321e-01,-1.752043213757340234e-01,-2.373551863114592778e-02
-3.347207953457410068e-01,-3.020274054984476222e-02,3.377804269046312813e-01
-2.569021000502139107e-01,5.449555105732872134e-02,-6.657696206703214159e-01
-2.533184465214154413e-01,-1.976935682569430641e-03,-2.778648694699964450e-01
-4.889580531909961669e-01,3.288340545008384130e-01,-2.122752812026991176e+00
-4.140345243365785577e-01,3.421720257085262284e-01,-2.899099946465768962e+00
-5.362495614242447362e-01,6.695139631974442729e-01,-1.775499607236505906e+00
-5.363105752453516395e-01,7.222099132626503826e-01,-1.346174921910618494e+00
-8.364799021476241325e-01,1.054792825814562240e+00,-1.052014314104978476e+00
-6.833747437952271131e-01,1.392509153503044272e+00,9.878792501218459643e-01
-5.329631549007665114e-01,1.483719523488539194e+00,-3.255184046726925517e-01
-5.310942146848348644e-01,1.756064076935018425e+00,3.281874104474332698e-01
-7.477255131397100296e-01,1.467790955277798348e+00,-2.697590126955605183e-01
-9.728298149001640693e-01,1.630267427229186827e+00,-2.959572220875891224e-01
-8.183297938546003625e-01,1.773363621006836199e+00,-4.000270175513087056e-01
-9.188707400759057453e-01,1.845964510682527981e+00,-1.577682131808785693e+00
-8.490002798496953940e-01,1.480396398781278933e+00,-1.303940352555964077e+00
-9.434272593323521638e-01,1.538229684755298754e+00,-1.311249025629261711e+00
-7.042051384581096141e-01,1.202816889175510662e+00,-3.361639642475807488e+00
-7.204842806988390747e-01,1.254426306064862828e+00,-3.363937934077340763e+00
-7.204842806988390747e-01,1.254426306064862828e+00,-3.363937934077340763e+00
-9.441538534262748916e-01,1.430750161079019644e+00,-2.427290230261405224e+00
-1.006237297627397886e+00,1.308609599721058503e+00,-2.279969297279285545e+00
-9.140975954682368787e-01,1.608389515190387087e+00,-2.687108424569410570e+00
-7.989321765853503177e-01,1.482639150748299661e+00,-2.615409272561719067e+00
-6.828142350160935070e-01,1.344667890602232685e+00,-6.805187388901143830e-01
-7.179954953147041907e-01,1.309900778198636040e+00,-9.458330704638020503e-01
-9.450795858003763206e-01,1.093928798159595539e+00,-1.315606146349601602e+00
-8.833968406826069319e-01,8.618189372985395336e-01,4.730952925916186436e-01
-5.876846564415795227e-01,1.726883388536731401e+00,-2.811924975178678121e+00
-5.155260504145813272e-01,1.825849276998644743e+00,9.641120743190338960e-01
-4.876804842136919227e-01,1.808778205527475480e+00,6.387182586249776639e-01
