-1.072905839753465207e+00,-1.387792361208791014e+00,1.166336937427789433e+00,-1.325358289166796322e+00
-1.393885056549193147e+00,-1.391181832738127566e+00,1.106487963650625295e+00,-1.324638809922612959e+00
-1.329497218778491252e+00,-1.398828591772233620e+00,1.077942079893516425e+00,-1.326128184402009191e+00
-8.766896407685395021e-01,-1.390220952165711843e+00,1.096155442611466357e+00,-1.386814317539789121e+00
-1.413949691953020782e+00,-1.366087316450310007e+00,1.045226227145558129e+00,-1.364805131940455940e+00
-1.351608348494014011e+00,-1.402035931507444655e+00,1.080661359103878061e+00,-1.387486863026166528e+00
-1.291277892723920573e+00,-1.394470714052548965e+00,1.127667375747390954e+00,-1.313185415602529993e+00
-1.508916835190886374e+00,-1.405467234488282369e+00,8.897348138031689890e-01,-1.320606549531108120e+00
-1.355168133614736981e+00,-1.420198858093033145e+00,1.091256243795503789e+00,-1.316545136381510606e+00
-1.342852375128342990e+00,-1.391003533916605805e+00,1.105230379344758429e+00,-1.311204407345588407e+00
-1.450519643303560979e+00,-1.388546146758641520e+00,1.101713674958754385e+00,-1.348141037171424417e+00
-1.372969669869185783e+00,-1.412815410575754660e+00,1.093821330366473443e+00,-1.352856887809154918e+00
-1.267742856232086934e+00,-1.397614277383367520e+00,1.155461852775755860e+00,-1.329810032794463748e+00
-1.348026971703182753e+00,-1.386417467815779458e+00,1.044783063923860444e+00,-1.337945571387228361e+00
-1.228845336827786516e+00,-1.395184662912198670e+00,1.096366627363821511e+00,-1.326642996022540766e+00
-1.424983852660090200e+00,-1.385472348331977965e+00,1.078464760459656668e+00,-1.361005450869751554e+00
-1.284024477228462136e+00,-1.388558139537783509e+00,9.642658910505806924e-01,-1.347191621935051709e+00
-9.715685417862621742e-01,-1.381574162369210157e+00,1.133677579127019719e+00,-1.388510826136553744e+00
-1.135004741555408314e+00,-1.390201862892989970e+00,1.163074758394346597e+00,-1.278723048901466486e+00
-1.372663546178439109e+00,-1.387740330048799153e+00,1.086247697949130675e+00,-1.330167905190630995e+00
-1.132595429626690908e+00,-1.389608752097776234e+00,1.052127718765131226e+00,-1.330158628911312979e+00
-1.414678190100261412e+00,-1.387978301001198123e+00,1.027480440917174276e+00,-1.343084714806753066e+00
-1.504592135758661131e+00,-1.385371737464637043e+00,1.060060792825294973e+00,-1.329702830347684550e+00
-1.382052874469692272e+00,-1.379392097299470210e+00,1.179748482880345506e+00,-1.306041607132164772e+00
-1.021176317713540671e+00,-1.382868795991827993e+00,1.031930201546732206e+00,-1.368051631528568013e+00
-1.544714921660244489e+00,-1.393288651213456353e+00,1.041177888651510619e+00,-1.376608634450013025e+00
