5.79E-02,2.40E-01,7.48E-01,1.54E+00,2.04E+00,2.18E+00
1.33E-01,3.45E-01,7.42E-01,1.34E+00,2.13E+00,2.73E+00
8.65E-02,2.86E-01,7.46E-01,1.45E+00,1.84E+00,1.92E+00
7.04E-02,1.84E-01,4.44E-01,8.39E-01,1.30E+00,1.78E+00
7.39E-02,2.61E-01,6.85E-01,1.24E+00,1.69E+00,1.64E+00
1.11E-01,3.40E-01,9.07E-01,1.60E+00,2.21E+00,2.06E+00
1.37E-01,3.54E-01,8.81E-01,1.68E+00,2.10E+00,2.55E+00
1.76E-01,5.20E-01,1.13E+00,2.06E+00,2.08E+00,1.80E+00
1.13E-01,3.04E-01,8.15E-01,1.44E+00,1.93E+00,2.29E+00
1.29E-01,4.86E-01,1.16E+00,2.34E+00,2.43E+00,1.99E+00
1.00E-01,2.88E-01,7.76E-01,1.33E+00,1.76E+00,1.99E+00
7.24E-02,2.45E-01,7.44E-01,1.29E+00,1.60E+00,1.58E+00
1.04E-01,2.63E-01,6.41E-01,1.24E+00,1.70E+00,2.11E+00
1.34E-01,3.39E-01,7.93E-01,1.60E+00,1.98E+00,2.20E+00
8.13E-02,2.55E-01,6.71E-01,1.32E+00,1.71E+00,1.67E+00
1.16E-01,4.60E-01,9.15E-01,1.38E+00,1.66E+00,2.00E+00
1.11E-01,4.65E-01,9.27E-01,1.38E+00,1.63E+00,2.13E+00
1.41E-01,3.33E-01,7.89E-01,1.55E+00,2.06E+00,2.17E+00
6.70E-02,2.51E-01,6.82E-01,1.25E+00,1.73E+00,2.06E+00
1.12E-01,3.15E-01,7.50E-01,1.42E+00,1.92E+00,2.31E+00
7.90E-02,2.37E-01,6.49E-01,1.30E+00,1.79E+00,1.87E+00
1.25E-01,3.49E-01,8.14E-01,1.58E+00,2.27E+00,2.83E+00
8.64E-02,2.78E-01,7.18E-01,1.28E+00,1.86E+00,1.73E+00
3.69E-02,1.58E-01,5.02E-01,1.08E+00,1.36E+00,1.27E+00
4.49E-02,2.43E-01,7.63E-01,1.08E+00,1.69E+00,1.43E+00
5.26E-02,1.65E-01,4.71E-01,9.72E-01,1.49E+00,1.89E+00
4.85E-02,1.83E-01,5.65E-01,1.19E+00,1.59E+00,1.80E+00
4.16E-02,1.79E-01,6.36E-01,1.19E+00,1.78E+00,1.58E+00
1.30E-01,3.31E-01,7.65E-01,1.47E+00,2.11E+00,2.30E+00
7.56E-02,2.54E-01,6.62E-01,1.37E+00,1.69E+00,1.56E+00
1.40E-01,3.82E-01,8.45E-01,1.95E+00,2.02E+00,1.65E+00
1.14E-01,2.87E-01,6.80E-01,1.23E+00,1.79E+00,1.94E+00
1.32E-01,3.54E-01,8.07E-01,1.51E+00,2.09E+00,2.24E+00
8.69E-02,3.50E-01,8.55E-01,3.34E+00,2.77E+00,1.69E+00
7.70E-02,2.54E-01,6.56E-01,1.34E+00,1.70E+00,1.64E+00
1.84E-01,5.34E-01,1.01E+00,1.96E+00,1.97E+00,1.95E+00
1.13E-01,3.51E-01,9.81E-01,1.48E+00,1.92E+00,1.68E+00
1.25E-01,3.44E-01,8.50E-01,1.41E+00,2.00E+00,2.37E+00
5.87E-02,1.98E-01,5.67E-01,9.47E-01,1.37E+00,1.51E+00
1.04E-01,3.14E-01,7.67E-01,1.41E+00,2.08E+00,2.43E+00
1.16E-01,3.51E-01,8.51E-01,1.19E+00,1.95E+00,1.65E+00
4.00E-02,1.95E-01,6.39E-01,1.26E+00,1.84E+00,1.67E+00
1.19E-01,3.40E-01,8.69E-01,1.42E+00,1.96E+00,2.23E+00
2.01E-01,4.42E-01,1.03E+00,1.54E+00,2.05E+00,2.30E+00
1.63E-01,4.42E-01,1.04E+00,1.56E+00,1.94E+00,1.84E+00
8.46E-02,2.80E-01,7.31E-01,1.42E+00,1.78E+00,1.71E+00
7.88E-02,2.60E-01,6.58E-01,1.36E+00,1.87E+00,2.06E+00
1.18E-01,3.51E-01,1.02E+00,1.06E+00,1.95E+00,1.85E+00
7.38E-02,2.04E-01,8.02E-01,1.23E+00,1.62E+00,1.75E+00
6.04E-02,2.55E-01,7.15E-01,1.36E+00,1.70E+00,1.54E+00
1.02E-01,2.51E-01,7.64E-01,1.18E+00,1.54E+00,1.63E+00
1.14E-01,2.85E-01,8.05E-01,1.23E+00,1.69E+00,2.02E+00
1.58E-01,4.59E-01,9.80E-01,1.74E+00,2.17E+00,2.00E+00
4.87E-02,1.85E-01,7.45E-01,1.24E+00,1.61E+00,1.72E+00
3.78E-02,1.80E-01,6.81E-01,1.32E+00,1.66E+00,1.48E+00
7.47E-02,2.45E-01,8.08E-01,1.28E+00,1.60E+00,1.58E+00
1.34E-01,4.42E-01,6.97E-01,1.44E+00,1.75E+00,1.63E+00
5.26E-02,1.43E-01,5.36E-01,9.34E-01,1.55E+00,2.10E+00
6.72E-02,2.20E-01,9.99E-01,1.40E+00,1.67E+00,1.72E+00
