5.351044154546884257e-02,5.545723575874179218e-02,5.370533465511328521e-03,8.236380076443523823e-02,1.442209810695336929e-02,1.140071432983046779e-01,2.450381225060604962e-01,7.122747087983209713e-02,1.679661753476320574e-01,3.198086428947748416e-01,6.443822870027154925e-02,3.317923772014808037e-01,8.999194513716803068e-02,2.217844547178085893e-02,1.985086831641322824e-01,1.885137270234116258e-01,1.254387746013852778e-01,1.828265027393641967e-02,2.816999063966477701e-01,4.793045952225216122e-01,1.300803750626973732e-01,5.451296266581271421e-01,1.163059285091333050e+00,8.396416776028702289e-01,5.094065691667178930e-01,3.441219976751247467e-01,1.278912408320375560e+00,1.025972067736062643e+00,3.811510568850237646e-01,8.454900078535342312e-01,1.203042049373347577e+00,1.458714190197825111e-01,2.688203334565271163e-01,1.765158206886420222e+00,1.706291965902380081e+00,3.731259916349844996e-01,1.888440736919892726e-01,3.437335188988506762e-01,8.970751199590651925e-01,1.095924218472825729e+00,9.026200211814023877e-01,1.434355360500397580e+00,6.832221893494644371e-01,4.309556602878347853e+00,2.242979503790881957e+00,3.645080101807776529e+00,4.324160348935487619e+00,8.883109346826707498e-01,1.610922823950832417e+00,2.401054736550883639e+00,4.694068589501418920e+00,4.238293622788584791e+00,2.299860398540801709e-01,9.253360675087377585e-01,1.712204267571088567e-01,2.024062024703055851e+00,4.530924721181753823e-01,2.321578479408545448e+00
5.766766024086747433e-02,2.946814778395364168e-02,1.208684339811669575e-02,6.500991685899980277e-02,3.708874383004656661e-02,1.046235426444588057e-01,1.511255523181855021e-01,4.369693186272168711e-02,1.011635627549775512e-01,3.212837835225778593e-01,4.903678168690020489e-01,1.158884635240540611e-01,1.440709555185290813e-01,1.019756875266802365e-01,2.043935595646423908e-01,5.156383600664738998e-01,8.375100281646383205e-02,1.535955940932474117e-01,3.367908176288710864e-01,3.330548350202572339e-01,3.667537262397112946e-02,4.782507572063159906e-01,5.879641118420874113e-01,9.233643539937792521e-01,7.216284459832078557e-02,1.500576243591967840e-01,1.797369668204077675e-01,6.295528779979173706e-01,2.265628084241068374e-01,8.220934720423331843e-01,7.648601689002711979e-01,2.917859287447129191e+00,9.961266389986708214e-01,2.119985233590012896e+00,3.175329558627398296e-01,7.096202677627935218e-01,4.295081151819559184e-01,2.216474188851696780e+00,3.076517113993085140e+00,7.254474606953840166e+00,6.406986887074922477e-01,1.692802880860698078e+00,2.386720396592717286e+00,3.966006852029972052e+00,1.049556115681520296e+00,5.227051279797892747e+00,2.868388157794313997e+00,1.677148813559510288e+00,1.334895818168212872e-02,5.108604029683773362e+00,5.641796829709451178e-01,4.816527875759318178e+00,5.551559716652184617e-01,2.630888570592771369e+00,1.458154163174898654e+00,7.012528140493264894e-01,6.297531103488098747e-01,7.157811902911653812e-01
2.204285129808555149e-02,1.123089891064257308e-02,1.599556463995366676e-03,8.357242412494592099e-02,3.916742126479735159e-02,6.697578292651505671e-02,6.698358566000670034e-02,1.131585295438615468e-01,3.066660248730085359e-02,1.226328742630087773e-02,1.773043590487808074e-01,2.697672792669949526e-01,2.213963684111895994e-02,1.996197638103976157e-02,2.614377433193504352e-01,1.796769589909713860e-01,2.579514885500256219e-02,9.657816132110899066e-01,1.138680572107325872e+00,4.309283281566419488e-01,3.339044260725214097e-01,7.361044889252525980e-01,6.174415607893876112e-01,7.041347402771641617e-01,8.902558997642498473e-02,9.032582503058061985e-01,1.536496374076354865e+00,2.712335027930115494e+00,4.819856909632846964e-02,4.443907854212882924e-01,2.130914099123936811e+00,1.751037062894188701e+00,6.914345065873802598e-01,6.387019353177130210e-01,3.552438049042636048e-01,1.958893453270377671e+00,1.012697554861761828e+00,1.624502107052951061e+00,1.645233576250196617e+00,2.074191443084397513e+00,1.829927600857030656e+00,1.453917057121100864e+00,1.447102372344758026e+00,4.063871469224453192e-01,1.511921857137593639e+00,2.255831182620995357e+00,3.702702806723329410e+00,4.917309628385222453e-01,3.300451452976133737e+00,5.026296254148701514e+00,7.587752211541151759e+00,1.379834224805960075e+00,2.185246638871302327e+00,1.204516108503725702e+00,5.573281533179984537e-01,9.594858159828915101e-01,1.735438550132729851e+00,1.410688717062374975e+00
2.861170243913528383e-03,2.306781516426697782e-03,3.847732630702017931e-02,6.656783842320438110e-04,2.489552406141834484e-02,3.569833377126426649e-02,1.959753296995833671e-02,2.144546904081895689e-01,5.239472861108416396e-02,1.168814954499676900e-01,1.295343192619927142e-01,6.506133454656203019e-02,9.686469549541677770e-02,3.692053677757281549e-01,2.608041242565743989e-01,2.132985241938240017e-01,2.695920241319129107e-01,1.956896453387116028e-02,8.853541985067164832e-02,4.832147311088948877e-02,9.628974489412694959e-01,1.035864568053872281e+00,2.946185442479824612e+00,6.785567428534343692e-01,1.792120092889191607e+00,1.951987690095447758e-01,1.090184555712231829e+00,6.853872820902153773e-01,1.217077803925469714e+00,2.125014447518222660e+00,2.799827726797786465e+00,2.064516124132178110e+00,1.913230881523516613e-01,2.793524813972747989e+00,1.722498107152962699e-01,3.304978456430323064e-01,5.930034367069830781e-01,1.153255271378392788e-01,1.895877650073094944e+00,9.038777771799265670e-01,9.063032869386036250e-01,2.263426231138633560e-01,1.864340813457094903e+00,2.986243162172778631e-01,1.186621595691952802e+00,2.015871731638152475e+00,3.545517415901382474e+00,5.493148377185793629e-01,6.864671497460378191e+00,8.333626769117627120e+00,6.174935780439480659e+00,6.382217219448091949e-01,4.453063405061282509e+00,4.360776825097812726e+00,2.502494887771746335e+00,2.837820667357493942e+00,3.763262076567603920e+00,7.969748461354183355e+00
2.592665526979427010e-02,6.628961686520123964e-02,2.824999972379075783e-02,1.169263756628890205e-01,2.031628257759960851e-02,3.695905412977970594e-02,5.247565079811941646e-02,1.871758201030505192e-02,9.088376598683352292e-02,5.753587339299714304e-02,6.717151261553884478e-02,3.150881062810236277e-01,1.650891563288879550e-03,1.154580386721109214e-01,1.193926727825531525e-01,1.044771215937028846e-01,3.603227280122760501e-01,1.222627217854202197e-01,1.042479518504221270e+00,8.212641725562351558e-02,3.186349772032708860e-01,1.323325322319037767e+00,2.570365868290573008e+00,1.342918485951148933e+00,2.416560679355831187e+00,3.816385876271730204e+00,4.808576997323046776e+00,6.315391897925409434e-03,4.688984979562060840e-01,1.784421797282728761e+00,1.094382322624963377e+00,8.443875679853742877e-01,1.748988610414932365e+00,4.730179336074617769e-02,5.455746801084481595e-02,4.292434072124587274e+00,1.412351050805295660e+00,3.342303772557442709e+00,2.516195846637932831e+00,4.277016369893274494e-01,1.245127360449632681e-01,1.798099273928110420e-01,6.155127955906737336e-01,4.309485035027108002e-01,1.124489251360620140e-01,1.332154826659763591e+00,2.437907294080446707e+00,1.423448570189895721e-02,8.264825599904238596e-01,2.389101736681650046e+00,6.198816546604140054e-01,9.941992870121079129e-01,4.628185198374785703e-01,5.081498157125227677e-02,3.824041383526490256e-01,2.133919024917033447e+00,3.769050444459386973e-01,9.915545909278214998e-01
2.692175556254094645e-02,4.480389194993074364e-02,8.080098214998800155e-02,1.331437576596496229e-03,6.161211756187744137e-03,7.820397463925919668e-02,1.851062414844558413e-01,3.216482139279039920e-01,1.191778709059579909e-02,1.883583563338229461e-01,7.444257694870663744e-02,2.427330446842551961e-02,1.228190289584182721e-01,6.224356352075233190e-01,1.245762897520800716e-01,8.625698689394244445e-01,7.876652038226139574e-01,8.887886824713791406e-03,3.632498435605158726e-01,3.547054277101379771e+00,3.368189952734689019e+00,2.190160835318631372e-01,1.537266259885778474e+00,3.892294444848276580e-01,1.337869713523506032e+00,1.738249268115003854e-01,1.655523957229439458e-01,2.412195107900314550e-01,8.712544627100935468e-01,6.856124807435924895e-01,3.401471264408327144e+00,1.122134396971493642e+00,1.974131828370463193e+00,8.276139328269649376e-01,7.636002478278693939e-01,3.967116616016703734e-01,1.855047579236711597e-01,9.118228828738000891e-01,5.377425240618625146e+00,1.151496878654346911e+00,1.869829791184892009e+00,5.783375057021398202e-01,2.619957728563745203e+00,8.288192138739824966e-01,3.985993874576225782e-01,7.127702594981188966e-01,2.912557913003257504e-01,1.266850071819860535e+00,2.404100775995705153e+00,1.885513549821082213e+00,6.312070935694621410e-01,2.595619305291555712e+00,1.013087557270485162e+00,4.905588842960657558e+00,1.340960381780515576e+00,2.226731911662361618e+00,7.402771924662567393e+00,3.772139422777783579e+00
3.610504192797785172e-02,3.669578805865433835e-02,5.988968257104119314e-02,6.440749281423902017e-02,1.813818825640114681e-03,5.798543343753402232e-03,3.428219911181358548e-02,1.394696946412301852e-01,9.287503951764371213e-02,8.235681602617790642e-02,1.254574575126030100e-01,2.726105928819185786e-01,5.654425208550162979e-02,7.551887899491952494e-01,7.545965208700136650e-02,2.770907848688909381e-01,9.364878001183393752e-02,7.370529465186519413e-01,1.718763287946378560e+00,3.531334623443344034e-01,2.811432608213178419e+00,6.935545621422753437e-02,2.312933309699374274e+00,2.709714149336782008e+00,1.876816528566830067e-01,3.143592851706292546e+00,2.560481529712124726e-01,3.532002736469495863e-03,2.708370473648340937e+00,5.198041949369572867e-01,7.436833201246482172e-01,1.376010164550553805e+00,1.828132932560675439e+00,4.107393531472631309e+00,2.993332865926661562e-02,4.094189866830217461e+00,6.993368798133995368e-01,1.068699429422401703e+00,1.385083200022405592e+00,5.067895716013752327e+00,2.807302610895218375e+00,6.430802211230192134e-01,5.596165380573642212e-01,6.744793359027788648e-01,1.375563191773631067e+00,2.195264204721071977e+00,4.370091054617751603e+00,8.406876735116342036e-01,3.557450938455179568e+00,2.118181983049613137e+00,2.507374808454363446e-01,6.380352170309874005e+00,2.812221325168782649e+00,1.612125023528872547e-01,9.826094601052631772e-01,4.637878742908228547e-01,1.632166423570185376e+00,5.300210581837709878e-01
4.496057655653826896e-02,1.911123171185002967e-02,9.170717318436055754e-02,4.651368727510390294e-02,2.234136284440587858e-02,4.425231454994025052e-03,2.820172439773026979e-02,3.722420867325460653e-02,1.916518408596347076e-02,3.586777885709465513e-02,1.357927084357777592e-01,1.626844311915816299e-01,1.541393959724052798e-01,4.599853060361149271e-01,1.217578033654244246e-01,1.553292165893462376e-02,1.719186571483016512e-01,4.724166252372989649e-02,1.434438555140744587e+00,8.889060664852026505e-01,1.326912385677693873e+00,1.663670072219207263e+00,1.126702656067386649e-01,1.959891301920668294e+00,9.503530387144973335e-02,4.065719247639289491e-01,7.871566580600350971e-01,1.779378266521643548e+00,1.753693360537031953e+00,5.246218821929112819e-01,2.548904894060517456e+00,9.772370293301583244e-01,9.327731836996036585e-02,8.439835988632817809e-01,2.249115743992303462e-01,1.786938236538925029e+00,1.300274830316288766e+00,9.529082676322158107e-01,3.964027856215126100e+00,1.774198540843543226e+00,1.435150952721024664e+00,7.379553778395947505e-01,2.016830064457844962e+00,2.453650460690291801e+00,7.510047836080654404e-01,2.171337944427494282e+00,1.339375957846837828e+00,1.411139222962402462e+00,4.727382913823094057e+00,1.498941044365526221e+00,1.103411656762528725e+00,1.926040397022153572e+00,2.604087834658308509e+00,8.260200234448115131e-01,1.127337538188785959e-01,8.886374752703117552e-02,1.303762097121959618e-01,1.791128326332259713e-01
2.970699551055761348e-02,4.010901842590693794e-02,3.194528165699495048e-02,3.929505713801512840e-02,3.224592253691559857e-02,3.018047297705776094e-02,9.681116345329958406e-02,6.275827839513666018e-02,1.599782351257264881e-02,4.848855164671313223e-02,1.395639447530184207e-01,2.641793640305902802e-01,6.760011492497020047e-02,1.929456690887038361e-01,2.057762997807584260e-01,1.621020747885691948e-01,1.947539183256585815e-02,1.824514075174941408e-01,5.551115426182847701e-01,7.100707255457060496e-01,4.336712078960749256e-02,7.986437108298775067e-01,1.136202711357524375e+00,1.851434867831915354e-01,2.594006759849643018e+00,4.057728326948938369e-01,1.170713235321454646e-02,2.554012187928790256e-01,3.203370770954529489e-01,3.109767765805622197e-01,1.302615086491622221e-01,7.892469701389083214e-01,5.319684284057468737e-01,1.038996009413919036e-01,1.295141379973659967e+00,8.722764948520150829e-01,1.743601403384362092e+00,1.305390271718054107e+00,2.168340023205731715e+00,1.925406540113622667e+00,2.749688777339406864e-01,2.934364269717855134e+00,5.384605118784210331e-01,3.516730660111215823e+00,1.080874066443858306e+00,1.688813370731236496e+00,9.285591507490710272e-01,1.037519726850246737e+00,1.340408422378670528e+00,1.365838184332192506e+00,3.347398895861059209e+00,3.967382876339357711e+00,1.002462703331354676e+00,1.841450712242177712e+00,1.615257930832984190e+00,5.847858270767790634e-01,1.445022782111862636e+00,2.029746673858105588e+00
1.009244815461025598e-03,4.187493632850713965e-02,2.727719576570033014e-02,6.542941574109016611e-02,4.896345832785304469e-02,7.632378723409644246e-03,8.935814511106800195e-02,3.254891882834070049e-01,1.915891511937916902e-01,4.610354682139634896e-02,1.863397843980894308e-01,1.125662126643744015e-01,2.043626018761205421e-01,8.984131493194387474e-03,3.910828204292849386e-01,1.643537959046704744e-01,4.401327912043294655e-01,3.949882237850394634e-02,9.027277975540186350e-02,4.356766193699367906e-01,5.321083390514399492e-01,2.156437462939904959e-01,1.461822729021071243e+00,1.370994492823156774e+00,1.652274351401940233e+00,1.642215119499794040e+00,1.327490715457322112e+00,1.059832559922181172e+00,1.304692551761082564e+00,2.123778499149235055e-01,1.839860970345727209e-01,3.408255371674627221e-01,2.387787367153564766e+00,2.848231014413727946e-01,2.081613478612006407e+00,1.788427371005598010e+00,2.975597729687013526e+00,6.870384594419043367e-01,1.602366860973382989e+00,1.952493843855797051e-01,1.856763859709457953e-01,3.869787586898404186e+00,2.147237055188387256e+00,2.677544881856137593e+00,2.021334342590055844e+00,1.509108194776900058e+00,4.057540208017852978e-01,4.589402584507391025e-01,2.389352106084045857e-02,3.275509751180767370e+00,4.597486081244046119e+00,1.633057104045463781e+00,1.068837476953372168e+00,1.808105850300663286e+00,5.157513991461053493e+00,3.823167316452879216e+00,3.855100258126656354e-01,2.381101419216022363e-01
