7.892412021087577773e-04,3.899344630754969510e-01
4.071252276930177496e-04,4.163914539301162288e-01
4.686729267248179390e-05,4.377679959357336781e-01
9.051914699155113025e-04,4.424689701086733096e-01
4.438509938409546021e-04,5.669074632198493058e-01
2.104116362072319180e-04,7.042587474231229994e-01
3.073149123167712854e-03,1.018473673631878018e+00
4.513501591475331445e-04,1.457458680373970861e+00
1.451409442066064386e-03,2.196723662506691710e+00
3.265666350385039527e-03,2.201001380453300182e+00
4.585034718242659776e-03,2.341488527024499611e+00
7.581152796220646129e-04,2.102868861846033166e+00
3.188043649886977454e-04,4.526482240646882982e-01
6.413994367849740370e-04,4.659410544822961131e-01
3.984592823786915977e-04,4.760238901665905242e-01
3.843900357720920731e-04,6.045145002467660067e-01
2.873807012552013172e-04,6.129163456148497557e-01
1.998082208031452941e-04,6.091567983681043241e-01
1.265386164356913784e-03,5.916749046479633511e-01
1.039952944778906605e-03,8.087824290313851971e-01
3.176847200497622849e-03,7.416497908131400862e-01
1.990171455166728307e-03,7.108126893306530025e-01
9.598576264325258019e-04,7.427313341073150665e-01
3.940600303799358765e-03,1.054440819758693415e+00
4.491147553701296423e-04,9.337870998138481093e-01
2.685226452652633017e-03,9.136524995590368237e-01
3.599188292804409535e-04,9.311266467369405664e-01
5.884129481347780090e-04,1.012654522422296033e+00
3.629682112145665111e-03,1.511717709524770692e+00
5.307903022400168192e-04,1.554227090968271607e+00
9.917305180950897452e-04,1.440324673342001871e+00
8.802389420059929422e-04,1.493286308239147875e+00
1.512875677821748062e-03,1.334399828414718714e+00
2.318658355954695757e-03,1.617778082912803450e+00
7.318554451145544868e-04,2.254759388745979365e+00
1.652448538471041348e-03,2.215263733942073099e+00
4.158151104254174425e-03,2.194177691260865704e+00
2.048991798314118810e-03,2.214864697607741295e+00
2.707976922193572767e-03,2.128009146777742888e+00
7.259715643622336768e-03,2.091492031450109756e+00
1.076450699223355061e-03,2.297475254676096590e+00
1.706333376091895976e-02,2.250266415418347599e+00
1.568686065812764652e-03,2.230666984370386796e+00
3.089620958515517778e-03,2.373078385864632711e+00
4.179027164329784244e-03,2.285425772919361886e+00
2.844684570974730271e-03,2.202414186775863314e+00
1.013358207394712525e-03,2.115974248464050689e+00
4.176031706167913395e-03,2.225649418998515205e+00
9.540105875643490989e-04,2.269778775337071508e+00
2.654553596990398123e-04,2.369942367016301343e+00
4.456934798570514364e-04,2.312660292772672044e+00
4.786473070502550269e-03,2.536206863440729542e+00
3.782997258514630024e-03,2.332221702718533685e+00
1.654670096539227146e-03,1.878905337761817007e+00
1.997946453100253941e-03,2.076254325952058277e+00
3.776027524973306522e-03,1.940436700381069635e+00
1.738010897704719056e-03,2.044182630175845006e+00
3.904034048099403170e-03,1.796355173984037989e+00
