8.311739912042916956e-01,3.460764980470145691e-01,1.745799986777367419e-02,3.910881306066246732e-01,1.474342152159588970e+00
8.311739912042916956e-01,3.460764980470145691e-01,1.745799986777367419e-02,3.910881306066246732e-01,1.474342152159588970e+00
8.311739912042916956e-01,3.460764980470145691e-01,1.745799986777367419e-02,3.910881306066246732e-01,1.474342152159588970e+00
1.190809933537135823e+00,3.389643483404155000e-01,1.544571138443802914e-02,6.551398829443881855e-01,1.783712227929282523e+00
1.190809933537135823e+00,3.389643483404155000e-01,1.544571138443802914e-02,6.551398829443881855e-01,1.783712227929282523e+00
1.190809933537135823e+00,3.389643483404155000e-01,1.544571138443802914e-02,6.551398829443881855e-01,1.783712227929282523e+00
1.190809933537135823e+00,3.389643483404155000e-01,1.544571138443802914e-02,6.551398829443881855e-01,1.783712227929282523e+00
1.678975833585262034e+00,3.620234096935214807e-01,1.350434498035924316e-02,1.082504722944030107e+00,2.338470290625759951e+00
1.678975833585262034e+00,3.620234096935214807e-01,1.350434498035924316e-02,1.082504722944030107e+00,2.338470290625759951e+00
1.678975833585262034e+00,3.620234096935214807e-01,1.350434498035924316e-02,1.082504722944030107e+00,2.338470290625759951e+00
1.678975833585262034e+00,3.620234096935214807e-01,1.350434498035924316e-02,1.082504722944030107e+00,2.338470290625759951e+00
2.311081102542790422e+00,4.498229330806572945e-01,1.376001292526110933e-02,1.480270787656619014e+00,3.202800301648666359e+00
2.311081102542790422e+00,4.498229330806572945e-01,1.376001292526110933e-02,1.480270787656619014e+00,3.202800301648666359e+00
2.311081102542790422e+00,4.498229330806572945e-01,1.376001292526110933e-02,1.480270787656619014e+00,3.202800301648666359e+00
2.311081102542790422e+00,4.498229330806572945e-01,1.376001292526110933e-02,1.480270787656619014e+00,3.202800301648666359e+00
3.088039095705743531e+00,6.037270954571762882e-01,1.804977007614589138e-02,1.870259687869902709e+00,4.179824791005001927e+00
3.088039095705743531e+00,6.037270954571762882e-01,1.804977007614589138e-02,1.870259687869902709e+00,4.179824791005001927e+00
3.088039095705743531e+00,6.037270954571762882e-01,1.804977007614589138e-02,1.870259687869902709e+00,4.179824791005001927e+00
3.088039095705743531e+00,6.037270954571762882e-01,1.804977007614589138e-02,1.870259687869902709e+00,4.179824791005001927e+00
3.991102342391097402e+00,7.815442687679722278e-01,2.455129732794083738e-02,2.663549128370021890e+00,5.544360072098005077e+00
3.991102342391097402e+00,7.815442687679722278e-01,2.455129732794083738e-02,2.663549128370021890e+00,5.544360072098005077e+00
3.991102342391097402e+00,7.815442687679722278e-01,2.455129732794083738e-02,2.663549128370021890e+00,5.544360072098005077e+00
3.991102342391097402e+00,7.815442687679722278e-01,2.455129732794083738e-02,2.663549128370021890e+00,5.544360072098005077e+00
4.981378432426757819e+00,9.257379740339812813e-01,3.006995602697139572e-02,3.405633016498078369e+00,6.799875450537920862e+00
4.981378432426757819e+00,9.257379740339812813e-01,3.006995602697139572e-02,3.405633016498078369e+00,6.799875450537920862e+00
4.981378432426757819e+00,9.257379740339812813e-01,3.006995602697139572e-02,3.405633016498078369e+00,6.799875450537920862e+00
4.981378432426757819e+00,9.257379740339812813e-01,3.006995602697139572e-02,3.405633016498078369e+00,6.799875450537920862e+00
4.981378432426757819e+00,9.257379740339812813e-01,3.006995602697139572e-02,3.405633016498078369e+00,6.799875450537920862e+00
6.005883267737599951e+00,9.977879239925542265e-01,3.218823603043671766e-02,4.081810675497772323e+00,7.779445399481174306e+00
6.005883267737599951e+00,9.977879239925542265e-01,3.218823603043671766e-02,4.081810675497772323e+00,7.779445399481174306e+00
