2.313010528355915742e-05,1.343701809816473351e-02
2.264976524588400720e-05,1.484397203107407602e-02
8.670069625973295363e-05,3.986049542232186077e-02
6.619823710085775167e-05,5.832795976176363695e-02
1.304462306510902319e-04,1.191144426258086420e-01
1.657067193689527277e-04,1.522191003338928539e-01
1.369569368891741324e-04,2.337430535724755176e-01
5.238357237953809994e-04,2.805715893751609680e-01
6.725852039123476856e-05,4.923628527079930706e-01
4.757118995722440331e-04,5.490405107817045716e-01
6.501725383880382209e-04,5.695254404770093704e-01
1.187348084318502013e-03,5.800902388417088495e-01
3.017338226667962839e-05,4.128579265302820961e-02
3.785671289831233450e-05,5.750785999382537067e-02
1.043839030048469157e-04,5.722043448816867273e-02
1.467958725330352639e-04,6.048353646281746931e-02
5.894323949442311451e-05,4.938788900074903704e-02
8.097770805516138503e-05,5.934384338392488523e-02
9.849206471013356463e-05,1.129563957174726935e-01
4.392165135846227237e-05,1.182474781621551535e-01
7.955106981447208588e-05,1.206246362895287694e-01
3.786935526412243827e-04,1.172820426131673810e-01
3.308907319044512418e-04,1.470471104177582533e-01
9.030133092018379436e-05,1.540429674718039321e-01
2.024884316956208907e-04,1.394939845104359311e-01
2.829685349951853584e-05,1.479841345543958797e-01
4.664139793365619003e-05,1.394632344850901262e-01
1.388574350885641510e-04,2.386181030583202356e-01
1.189164480291371060e-03,2.219333737331822543e-01
2.043560954181523491e-04,2.229098434299416898e-01
1.208294239542758447e-05,2.326780318180537988e-01
2.825120097371148974e-05,2.382167061828159293e-01
9.758560662754789904e-05,2.344697519290000198e-01
2.061361570303033583e-04,2.807094484521521216e-01
3.803646487556298439e-04,2.876992992754111023e-01
1.732003502583203216e-04,2.606765247951398079e-01
1.831606267020510683e-04,2.930854295554037869e-01
2.718724042862904144e-04,3.051343847387787966e-01
6.732304547146966993e-04,4.773525496440475524e-01
1.914237625808647473e-04,4.729564674024356319e-01
1.474051583013536359e-04,4.874550926801212714e-01
1.195345144351510997e-03,4.731551089685180345e-01
1.575639796019953284e-04,4.971884431779070024e-01
1.382620201614354538e-04,5.483553869355624055e-01
7.697562081372773994e-04,5.254162909630146761e-01
2.046331970447790298e-04,5.669594359101521874e-01
3.242823221841770252e-04,5.697152587958423942e-01
1.997909580602879546e-03,5.487480134235177553e-01
6.080376133746574546e-04,6.595820587188251372e-01
1.716067255813826442e-03,6.217877700059023516e-01
1.147196992652454008e-03,6.195559612629091273e-01
3.546734153854375375e-04,6.423822662332362432e-01
4.477351156023265345e-04,6.049918406420545791e-01
3.083780522910686589e-04,5.525172664166982939e-01
3.208799593138843406e-04,5.181635435449054583e-01
5.053078827243506245e-04,5.067757362810549893e-01
7.515517412007551110e-04,5.206713517695152893e-01
3.109969640334052030e-05,5.410464847225092688e-01
