1.407165735996939393e+00,6.201040157045631940e-01,1.724401471659930268e-02,4.681708703123121373e-01,2.460459813802988727e+00
1.407165735996939393e+00,6.201040157045631940e-01,1.724401471659930268e-02,4.681708703123121373e-01,2.460459813802988727e+00
1.407165735996939393e+00,6.201040157045631940e-01,1.724401471659930268e-02,4.681708703123121373e-01,2.460459813802988727e+00
1.437703478340204732e+00,5.013453870092110520e-01,1.705620026721930277e-02,6.269166510177295315e-01,2.425785671943303523e+00
1.437703478340204732e+00,5.013453870092110520e-01,1.705620026721930277e-02,6.269166510177295315e-01,2.425785671943303523e+00
1.437703478340204732e+00,5.013453870092110520e-01,1.705620026721930277e-02,6.269166510177295315e-01,2.425785671943303523e+00
1.437703478340204732e+00,5.013453870092110520e-01,1.705620026721930277e-02,6.269166510177295315e-01,2.425785671943303523e+00
1.605471282172228120e+00,5.062753576981631198e-01,1.668538687336726736e-02,8.410338704599151782e-01,2.709979921566112893e+00
1.605471282172228120e+00,5.062753576981631198e-01,1.668538687336726736e-02,8.410338704599151782e-01,2.709979921566112893e+00
1.605471282172228120e+00,5.062753576981631198e-01,1.668538687336726736e-02,8.410338704599151782e-01,2.709979921566112893e+00
1.605471282172228120e+00,5.062753576981631198e-01,1.668538687336726736e-02,8.410338704599151782e-01,2.709979921566112893e+00
1.759891420298821840e+00,5.777062954078270307e-01,1.823408974318247930e-02,7.732631862587074911e-01,2.910124881280745868e+00
1.759891420298821840e+00,5.777062954078270307e-01,1.823408974318247930e-02,7.732631862587074911e-01,2.910124881280745868e+00
1.759891420298821840e+00,5.777062954078270307e-01,1.823408974318247930e-02,7.732631862587074911e-01,2.910124881280745868e+00
1.759891420298821840e+00,5.777062954078270307e-01,1.823408974318247930e-02,7.732631862587074911e-01,2.910124881280745868e+00
2.469317757285893311e+00,7.144982222610641864e-01,2.102252793799626318e-02,1.227137835359934481e+00,3.884102784210170523e+00
2.469317757285893311e+00,7.144982222610641864e-01,2.102252793799626318e-02,1.227137835359934481e+00,3.884102784210170523e+00
2.469317757285893311e+00,7.144982222610641864e-01,2.102252793799626318e-02,1.227137835359934481e+00,3.884102784210170523e+00
2.469317757285893311e+00,7.144982222610641864e-01,2.102252793799626318e-02,1.227137835359934481e+00,3.884102784210170523e+00
3.280963789259817798e+00,1.067093129706615739e+00,3.088977070951538437e-02,1.339657770223507516e+00,5.352649722342551541e+00
3.280963789259817798e+00,1.067093129706615739e+00,3.088977070951538437e-02,1.339657770223507516e+00,5.352649722342551541e+00
3.280963789259817798e+00,1.067093129706615739e+00,3.088977070951538437e-02,1.339657770223507516e+00,5.352649722342551541e+00
3.280963789259817798e+00,1.067093129706615739e+00,3.088977070951538437e-02,1.339657770223507516e+00,5.352649722342551541e+00
5.534382340841578873e+00,1.467224565437342365e+00,4.823674015247184782e-02,3.078726464760351167e+00,8.349137171670353297e+00
5.534382340841578873e+00,1.467224565437342365e+00,4.823674015247184782e-02,3.078726464760351167e+00,8.349137171670353297e+00
5.534382340841578873e+00,1.467224565437342365e+00,4.823674015247184782e-02,3.078726464760351167e+00,8.349137171670353297e+00
5.534382340841578873e+00,1.467224565437342365e+00,4.823674015247184782e-02,3.078726464760351167e+00,8.349137171670353297e+00
5.534382340841578873e+00,1.467224565437342365e+00,4.823674015247184782e-02,3.078726464760351167e+00,8.349137171670353297e+00
6.329613314834933391e+00,1.788910878065952170e+00,5.612112678986295317e-02,3.331425615590409617e+00,9.960873883243218430e+00
6.329613314834933391e+00,1.788910878065952170e+00,5.612112678986295317e-02,3.331425615590409617e+00,9.960873883243218430e+00
6.329613314834933391e+00,1.788910878065952170e+00,5.612112678986295317e-02,3.331425615590409617e+00,9.960873883243218430e+00
